scenario,workflow_yaml,agents_used,num_agents,num_steps,complexity,is_valid,error_message
"""Gather user feedback from a recent product launch survey, analyze the responses to identify key themes, and create a visual report highlighting the top insights for the marketing team.""","assets:
  user_feedback_data:
    agent: UserInputAgent
    description: ""Gather user feedback from product launch survey responses""
    type: text
    checks:
      - ""no_empty_values: [feedback]""
      - ""row_count > 0""

  analyzed_feedback_data:
    agent: NumericalSequencesAgent
    description: ""Analyze survey responses to extract key themes and patterns""
    type: table
    inputs: [user_feedback_data]
    checks:
      - ""row_count > 0""
      - ""columns: [theme, frequency]""
      - ""no_null_values: [theme]""

  marketing_insights_report:
    agent: VisualizationAgent
    description: ""Create visual report highlighting top insights from analyzed feedback""
    type: image
    inputs: [analyzed_feedback_data]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""
      - ""format: png""","['UserInputAgent', 'VisualizationAgent', 'NumericalSequencesAgent']",3,3,simple_chain,True,
"""Compile a list of the top 10 trending recipes from the web, validate the nutritional information for each recipe, and create a visually appealing infographic summarizing the findings.""","assets:
  trending_recipes_data:
    agent: DuckDuckGoSearchAgent
    description: ""Extract top trending recipes from DuckDuckGo search results""
    type: table
    checks:
      - ""row_count >= 10""
      - ""columns: [recipe_name, url, snippet]""
      - ""no_empty_values: [recipe_name, url]""

  validated_recipes_data:
    agent: ReviewerAgent
    description: ""Validate nutritional information for each recipe""
    type: table
    inputs: [trending_recipes_data]
    checks:
      - ""row_count = trending_recipes_data.row_count""
      - ""columns: [recipe_name, url, nutritional_info]""
      - ""no_empty_values: [nutritional_info]""

  recipe_infographic:
    agent: VisualizationAgent
    description: ""Create infographic summarizing the validated recipes""
    type: image
    inputs: [validated_recipes_data]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1200, 800]""
      - ""format: png""","['ReviewerAgent', 'VisualizationAgent', 'DuckDuckGoSearchAgent']",3,3,simple_chain,True,
"""Gather user feedback on our latest product launch, analyze the sentiment from the responses, and generate a summary report with key insights and visualizations to present at the upcoming team meeting.""","assets:
  user_feedback_responses:
    agent: UserInputAgent
    description: ""Gather feedback from users on the latest product launch""
    type: text
    checks:
      - ""no_empty_responses: true""

  sentiment_analysis_results:
    agent: MleAgent
    description: ""Analyze user feedback to extract sentiment patterns""
    type: model
    inputs: [user_feedback_responses]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [feedback_text]""
      - ""model_type: sentiment_analysis""

  insights_summary_table:
    agent: AnswererAgent
    description: ""Combine sentiment analysis results into a comprehensive summary""
    type: table
    inputs: [sentiment_analysis_results]
    checks:
      - ""row_count > 0""
      - ""columns: [sentiment, feedback_count, key_insights]""
      - ""no_null_values: [sentiment]""

  insights_visualization:
    agent: VisualizationAgent
    description: ""Create visual representation of key insights from the summary""
    type: image
    inputs: [insights_summary_table]
    checks:
      - ""file_size < 5MB""
      - ""format: png""
      - ""dimensions: [800, 600]""","['VisualizationAgent', 'UserInputAgent', 'AnswererAgent', 'MleAgent']",4,4,simple_chain,True,
"""Gather customer feedback from our survey database, analyze the sentiments to identify common themes, and present the findings in a visual report for our marketing team.""","assets:
  survey_feedback_data:
    agent: SqlAgent
    description: ""Extract customer feedback from the survey database""
    type: table
    checks:
      - ""row_count > 0""
      - ""columns: [customer_id, feedback_text, submission_date]""
      - ""no_null_values: [customer_id, feedback_text]""

  sentiment_analysis_results:
    agent: MleAgent
    description: ""Analyze feedback data to identify sentiment themes""
    type: model
    inputs: [survey_feedback_data]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [feedback_text]""
      - ""model_type: sentiment_analysis""

  sentiment_summary_chart:
    agent: VisualizationAgent
    description: ""Create visual report of sentiment analysis findings""
    type: image
    inputs: [sentiment_analysis_results]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""
      - ""format: png""","['VisualizationAgent', 'SqlAgent', 'MleAgent']",3,3,simple_chain,True,
"""Search for the latest news articles on electric vehicle technology, extract key information from the top 5 articles, and compile a structured summary table highlighting the main advancements.""","assets:
  latest_ev_articles:
    agent: DuckDuckGoSearchAgent
    description: ""Extract latest news articles on electric vehicle technology""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  key_information_summary:
    agent: UrlRetrieverAgent
    description: ""Compile structured summary of key information from articles""
    type: table
    inputs: [latest_ev_articles]
    checks:
      - ""row_count >= 5""
      - ""columns: [article_title, main_advancement, source_url]""
      - ""no_empty_values: [article_title, main_advancement]""","['UrlRetrieverAgent', 'DuckDuckGoSearchAgent']",2,2,simple_chain,True,
"""Search for the latest news articles on climate change, summarize the key points into a structured table, and create a visual representation of the trends and statistics found in the articles.""","assets:
  latest_climate_change_articles:
    agent: DuckDuckGoSearchAgent
    description: ""Extract the latest news articles on climate change""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet, publication_date]""
      - ""no_empty_values: [title, url]""

  summarized_climate_articles:
    agent: AnswererAgent
    description: ""Summarize key points from the latest climate change articles""
    type: table
    inputs: [latest_climate_change_articles]
    checks:
      - ""row_count >= latest_climate_change_articles.row_count * 0.8""
      - ""columns: [summary, article_url]""
      - ""no_empty_values: [summary, article_url]""

  climate_trends_visualization:
    agent: VisualizationAgent
    description: ""Create a visual representation of trends and statistics from the summarized climate articles""
    type: image
    inputs: [summarized_climate_articles]
    checks:
      - ""file_size < 5MB""
      - ""format: png""
      - ""dimensions: [width: 1920, height: 1080]""","['VisualizationAgent', 'AnswererAgent', 'DuckDuckGoSearchAgent']",3,3,simple_chain,True,
"""Gather the latest articles on climate change from both DuckDuckGo and Brave search engines, extract key points from the top results, and compile them into a structured summary table for our research team.""","assets:
  latest_climate_change_articles_duckduckgo:
    agent: DuckDuckGoSearchAgent
    description: ""Extract the latest articles on climate change from DuckDuckGo""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  latest_climate_change_articles_brave:
    agent: BraveSearchAgent
    description: ""Extract the latest articles on climate change from Brave Search""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  combined_climate_change_articles:
    agent: UrlRetrieverAgent
    description: ""Combine articles from DuckDuckGo and Brave into a structured summary""
    type: table
    inputs: [latest_climate_change_articles_duckduckgo, latest_climate_change_articles_brave]
    checks:
      - ""row_count >= 10""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  structured_summary_table:
    agent: AnswererAgent
    description: ""Compile key points from articles into a structured summary table for research team""
    type: table
    inputs: [combined_climate_change_articles]
    checks:
      - ""row_count > 0""
      - ""columns: [summary, source]""
      - ""no_empty_values: [summary, source]""","['UrlRetrieverAgent', 'BraveSearchAgent', 'AnswererAgent', 'DuckDuckGoSearchAgent']",4,4,simple_chain,True,
"""Gather the latest news articles about climate change, summarize the key points from the top 3 articles, and create a chart illustrating the most common themes discussed.""","assets:
  climate_change_articles:
    agent: DuckDuckGoSearchAgent
    description: ""Extract the latest news articles about climate change""
    type: table
    checks:
      - ""row_count >= 3""
      - ""columns: [title, url, publication_date]""
      - ""no_empty_values: [title, url]""

  summarized_articles:
    agent: AnswererAgent
    description: ""Summarize key points from the top 3 climate change articles""
    type: table
    inputs: [climate_change_articles]
    checks:
      - ""row_count = 3""
      - ""columns: [summary, article_url]""
      - ""no_empty_values: [summary, article_url]""

  themes_chart:
    agent: VisualizationAgent
    description: ""Create a chart illustrating the most common themes discussed in climate change articles""
    type: image
    inputs: [summarized_articles]
    checks:
      - ""file_size < 5MB""
      - ""format: png""
      - ""dimensions: [width > 800, height > 600]""","['VisualizationAgent', 'AnswererAgent', 'DuckDuckGoSearchAgent']",3,3,simple_chain,True,
"""Gather the latest news articles on climate change, extract key points from the top five articles, and create a structured summary highlighting the major discussions and trends.""","assets:
  climate_change_articles:
    agent: DuckDuckGoSearchAgent
    description: ""Extract latest news articles on climate change from DuckDuckGo""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  key_points_extraction:
    agent: DocumentRetrieverAgent
    description: ""Extract key points from the top five climate change articles""
    type: text
    inputs: [climate_change_articles]
    checks:
      - ""no_empty_values: [text_content]""
      - ""length > 100""

  structured_summary:
    agent: UrlRetrieverAgent
    description: ""Create structured summary highlighting major discussions and trends from extracted key points""
    type: table
    inputs: [key_points_extraction]
    checks:
      - ""row_count > 0""
      - ""columns: [discussion, trend]""
      - ""no_empty_values: [discussion, trend]""","['UrlRetrieverAgent', 'DocumentRetrieverAgent', 'DuckDuckGoSearchAgent']",3,3,simple_chain,True,
"""Please gather the latest articles on renewable energy from multiple sources, consolidate the key points into a table, and then create a visual infographic summarizing the findings.""","assets:
  latest_articles_on_renewable_energy:
    agent: DuckDuckGoSearchAgent
    description: ""Extract latest articles on renewable energy from DuckDuckGo search API""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  consolidated_article_points:
    agent: AnswererAgent
    description: ""Consolidate key points from latest articles into a summary table""
    type: table
    inputs: [latest_articles_on_renewable_energy]
    checks:
      - ""row_count > 0""
      - ""columns: [title, summary]""
      - ""no_empty_values: [title, summary]""

  renewable_energy_infographic:
    agent: VisualizationAgent
    description: ""Create a visual infographic summarizing the key points of renewable energy articles""
    type: image
    inputs: [consolidated_article_points]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [width: 1920, height: 1080]""","['VisualizationAgent', 'AnswererAgent', 'DuckDuckGoSearchAgent']",3,3,simple_chain,True,
"""Gather recent news articles about electric vehicles, summarize the key points in a structured table, and create a visual infographic to present the trends and insights discovered.""","assets:
  recent_news_articles:
    agent: DuckDuckGoSearchAgent
    description: ""Extract recent news articles about electric vehicles""
    type: table
    checks:
      - ""row_count > 0""
      - ""columns: [title, url, publication_date, summary]""
      - ""no_empty_values: [title, url]""

  summarized_news_articles:
    agent: UrlRetrieverAgent
    description: ""Combine URL content into structured summaries of news articles""
    type: table
    inputs: [recent_news_articles]
    checks:
      - ""row_count >= recent_news_articles.row_count * 0.95""
      - ""columns: [title, summary, key_points]""
      - ""no_empty_values: [title, summary]""

  news_insights_infographic:
    agent: VisualizationAgent
    description: ""Create a visual infographic presenting trends and insights from news summaries""
    type: image
    inputs: [summarized_news_articles]
    checks:
      - ""file_size < 5MB""
      - ""format: png""
      - ""dimensions: [width >= 800, height >= 600]""","['UrlRetrieverAgent', 'VisualizationAgent', 'DuckDuckGoSearchAgent']",3,3,simple_chain,True,
"""Gather user feedback from our website, analyze the sentiments expressed in the feedback, and generate a summarized report with visual insights of the trends over time.""","assets:
  user_feedback_data:
    agent: UserInputAgent
    description: ""Gather user feedback from the website""
    type: text
    checks:
      - ""length > 0""
      - ""no_empty_values: [feedback_text]""

  sentiment_analysis_results:
    agent: MleAgent
    description: ""Analyze sentiments expressed in user feedback""
    type: model
    inputs: [user_feedback_data]
    checks:
      - ""accuracy > 0.75""
      - ""required_features: [feedback_text]""

  summarized_feedback_report:
    agent: AnswererAgent
    description: ""Generate a summarized report of user feedback sentiments""
    type: table
    inputs: [sentiment_analysis_results]
    checks:
      - ""row_count > 0""
      - ""columns: [sentiment, count, percentage]""
      - ""no_null_values: [sentiment, count]""

  feedback_trends_visualization:
    agent: VisualizationAgent
    description: ""Create visual insights of trends over time from feedback data""
    type: image
    inputs: [summarized_feedback_report]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [width: 1920, height: 1080]""","['VisualizationAgent', 'UserInputAgent', 'AnswererAgent', 'MleAgent']",4,4,simple_chain,True,
"""Gather the latest articles on renewable energy from DuckDuckGo, extract the key points from the top articles, and compile them into a structured summary table.""","assets:
  latest_articles_on_renewable_energy:
    agent: DuckDuckGoSearchAgent
    description: ""Extract the latest articles on renewable energy from DuckDuckGo""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  key_points_extracted:
    agent: DocumentRetrieverAgent
    description: ""Extract key points from the top articles on renewable energy""
    type: text
    inputs: [latest_articles_on_renewable_energy]
    checks:
      - ""no_empty_values: [text_content]""
      - ""length > 0""

  structured_summary_table:
    agent: UrlRetrieverAgent
    description: ""Compile extracted key points into a structured summary table""
    type: table
    inputs: [key_points_extracted]
    checks:
      - ""row_count > 0""
      - ""columns: [summary, source]""
      - ""no_empty_values: [summary]""","['UrlRetrieverAgent', 'DocumentRetrieverAgent', 'DuckDuckGoSearchAgent']",3,3,simple_chain,True,
"""Gather the latest articles on climate change from both DuckDuckGo and Brave, synthesize the key points into a comprehensive table, and then create a visual infographic summarizing the findings.""","assets:
  duckduckgo_climate_articles:
    agent: DuckDuckGoSearchAgent
    description: ""Extract latest articles on climate change from DuckDuckGo""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  brave_climate_articles:
    agent: BraveSearchAgent
    description: ""Extract latest articles on climate change from Brave""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  climate_articles_summary:
    agent: UrlRetrieverAgent
    description: ""Combine articles from DuckDuckGo and Brave into a comprehensive summary""
    type: table
    inputs: [duckduckgo_climate_articles, brave_climate_articles]
    checks:
      - ""row_count >= 10""
      - ""columns: [title, summary, source]""
      - ""no_empty_values: [title, summary]""

  climate_change_infographic:
    agent: VisualizationAgent
    description: ""Create a visual infographic summarizing key points on climate change""
    type: image
    inputs: [climate_articles_summary]
    checks:
      - ""file_size < 5MB""
      - ""format: png""
      - ""dimensions: [width >= 800, height >= 600]""","['UrlRetrieverAgent', 'BraveSearchAgent', 'VisualizationAgent', 'DuckDuckGoSearchAgent']",4,4,simple_chain,True,
"""Gather recent articles on sustainable energy from the web, extract key information from the top findings, and present it in a structured summary format for our upcoming presentation.""","assets:
  recent_articles_on_sustainable_energy:
    agent: DuckDuckGoSearchAgent
    description: ""Extract recent articles on sustainable energy from DuckDuckGo""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  extracted_key_information:
    agent: UrlRetrieverAgent
    description: ""Extract key information from the recent articles""
    type: table
    inputs: [recent_articles_on_sustainable_energy]
    checks:
      - ""row_count >= recent_articles_on_sustainable_energy.row_count * 0.8""
      - ""columns: [title, summary, publication_date]""
      - ""no_empty_values: [title, summary]"" 

  structured_summary_for_presentation:
    agent: AnswererAgent
    description: ""Combine extracted information into a structured summary for presentation""
    type: table
    inputs: [extracted_key_information]
    checks:
      - ""row_count > 0""
      - ""columns: [summary, detailed_info]""
      - ""no_empty_values: [summary]""","['UrlRetrieverAgent', 'AnswererAgent', 'DuckDuckGoSearchAgent']",3,3,simple_chain,True,
"""Retrieve the latest articles on renewable energy from DuckDuckGo, extract key insights from those articles, and create a concise summary table for our team meeting.""","assets:
  latest_articles_on_renewable_energy:
    agent: DuckDuckGoSearchAgent
    description: ""Retrieve the latest articles on renewable energy from DuckDuckGo""
    type: table
    checks:
      - ""row_count > 0""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  key_insights_from_articles:
    agent: UrlRetrieverAgent
    description: ""Extract key insights from the retrieved articles on renewable energy""
    type: table
    inputs: [latest_articles_on_renewable_energy]
    checks:
      - ""row_count >= latest_articles_on_renewable_energy.row_count * 0.8""
      - ""columns: [article_title, insight_summary]""
      - ""no_empty_values: [article_title, insight_summary]""","['UrlRetrieverAgent', 'DuckDuckGoSearchAgent']",2,2,simple_chain,True,
"""Gather customer feedback from our latest product release, analyze the sentiment in the reviews, and generate a summarized report with visual representations of the findings.""","assets:
  customer_feedback_data:
    agent: UserInputAgent
    description: ""Gather customer feedback from the latest product release""
    type: text
    checks:
      - ""no_empty_values: [feedback_text]""
      - ""feedback_text_length > 0""

  sentiment_analysis_table:
    agent: NumericalSequencesAgent
    description: ""Analyze sentiment in customer feedback and create structured data""
    type: table
    inputs: [customer_feedback_data]
    checks:
      - ""row_count > 0""
      - ""columns: [feedback_id, sentiment_score, sentiment_label]""
      - ""sentiment_score between -1 and 1""
      - ""no_null_values: [feedback_id, sentiment_score]""

  summarized_sentiment_report:
    agent: AnswererAgent
    description: ""Generate a summarized report of sentiment analysis findings""
    type: table
    inputs: [sentiment_analysis_table]
    checks:
      - ""row_count > 0""
      - ""columns: [summary_statistic, average_sentiment_score, total_feedback_count]""
      - ""average_sentiment_score between -1 and 1""

  sentiment_visualization_chart:
    agent: VisualizationAgent
    description: ""Create visual representation of sentiment analysis results""
    type: image
    inputs: [summarized_sentiment_report]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""
      - ""format: png""","['VisualizationAgent', 'UserInputAgent', 'AnswererAgent', 'NumericalSequencesAgent']",4,4,simple_chain,True,
